Query_2650279,NZ_OU917921.1,100.000,744,0,0,1,744,847553,848296,0.0,1375
Query_2650279,NZ_OU917094.1,100.000,744,0,0,1,744,857963,858706,0.0,1375
Query_2650279,NZ_OU916936.1,100.000,744,0,0,1,744,849812,850555,0.0,1375
Query_2650279,NZ_CP141297.1,100.000,744,0,0,1,744,856817,857560,0.0,1375
Query_2650279,NZ_LR993209.1,100.000,744,0,0,1,744,837615,838358,0.0,1375
Query_2650279,NZ_LR993207.2,100.000,744,0,0,1,744,844630,845373,0.0,1375
Query_2650279,NZ_JANKJV010000038.1,100.000,744,0,0,1,744,37168,36425,0.0,1375
Query_2650279,NZ_JANKJW010000031.1,100.000,744,0,0,1,744,37168,36425,0.0,1375
Query_2650279,NZ_JANKJY010000032.1,100.000,744,0,0,1,744,37155,36412,0.0,1375
Query_2650279,NZ_JANKJX010000046.1,100.000,744,0,0,1,744,37168,36425,0.0,1375
Query_2650279,NZ_CP138660.1,100.000,744,0,0,1,744,858124,858867,0.0,1375
Query_2650279,NZ_CP040691.1,100.000,744,0,0,1,744,850695,851438,0.0,1375
Query_2650279,NZ_CP040693.1,100.000,744,0,0,1,744,850328,851071,0.0,1375
Query_2650279,NZ_CP040689.1,100.000,744,0,0,1,744,857006,857749,0.0,1375
Query_2650279,NZ_CP040688.1,100.000,744,0,0,1,744,848059,848802,0.0,1375
Query_2650279,NZ_CP040692.1,100.000,744,0,0,1,744,3564229,3563486,0.0,1375
Query_2650279,NZ_CP063804.1,100.000,744,0,0,1,744,855226,855969,0.0,1375
Query_2650279,NZ_VDER01000033.1,100.000,744,0,0,1,744,11673,12416,0.0,1375
Query_2650279,NZ_MQJX01000003.1,100.000,744,0,0,1,744,14303,15046,0.0,1375
Query_2650279,NZ_MQIV01000008.1,100.000,744,0,0,1,744,11588,12331,0.0,1375
Query_2650279,NZ_MQIA01000004.1,100.000,744,0,0,1,744,395553,396296,0.0,1375
Query_2650279,NZ_MQHW01000005.1,100.000,744,0,0,1,744,12666,13409,0.0,1375
Query_2650279,NZ_MQHR01000009.1,100.000,744,0,0,1,744,11218,11961,0.0,1375
Query_2650279,NZ_MQHO01000003.1,100.000,744,0,0,1,744,11386,12129,0.0,1375
Query_2650279,NZ_MQKI01000006.1,100.000,744,0,0,1,744,11411,12154,0.0,1375
Query_2650279,NZ_MQJH01000002.1,100.000,744,0,0,1,744,696722,697465,0.0,1375
Query_2650279,NZ_MQKG01000007.1,100.000,744,0,0,1,744,11262,12005,0.0,1375
Query_2650279,NZ_MQIB01000004.1,100.000,744,0,0,1,744,510704,511447,0.0,1375
Query_2650279,NZ_MQJW01000004.1,100.000,744,0,0,1,744,12363,13106,0.0,1375
Query_2650279,NZ_MQMD01000007.1,100.000,744,0,0,1,744,11318,12061,0.0,1375
Query_2650279,NZ_MQHM01000003.1,100.000,744,0,0,1,744,513036,513779,0.0,1375
Query_2650279,NZ_MQHN01000014.1,100.000,744,0,0,1,744,11109,11852,0.0,1375
Query_2650279,NZ_MQGK01000003.1,100.000,744,0,0,1,744,12368,13111,0.0,1375
Query_2650279,NZ_MQFP01000013.1,100.000,744,0,0,1,744,11174,11917,0.0,1375
Query_2650279,NZ_MQHD01000011.1,100.000,744,0,0,1,744,11274,12017,0.0,1375
Query_2650279,NZ_MQLP01000004.1,100.000,744,0,0,1,744,11394,12137,0.0,1375
Query_2650279,NZ_MQLJ01000003.1,100.000,744,0,0,1,744,275458,276201,0.0,1375
Query_2650279,NZ_MQGF01000004.1,100.000,744,0,0,1,744,11635,12378,0.0,1375
Query_2650279,NZ_MQLK01000011.1,100.000,744,0,0,1,744,12546,13289,0.0,1375
Query_2650279,NZ_MQLH01000004.1,100.000,744,0,0,1,744,508296,509039,0.0,1375
Query_2650279,NZ_MQKP01000001.1,100.000,744,0,0,1,744,852139,852882,0.0,1375
Query_2650279,NZ_MQKB01000005.1,100.000,744,0,0,1,744,12353,13096,0.0,1375
Query_2650279,NZ_MQJL01000004.1,100.000,744,0,0,1,744,11635,12378,0.0,1375
